pool_id,chain,symbol,bpt_price,earned_fees,fees_to_vebal,fees_to_dao,fees_to_beets,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit,is_partner
0x870c0af8a1af0b58b4b0bd31ce4fe72864ae45be,optimism,Balancer rETH-Aave wETH,0.0000,195.9185,125.3879,41.1429,29.3878,0.0000,0.0000,0.0000,-137.1430,0,0,False
0x49e75c0df48ad09a0e20e8bbded07ee60dd8bc03,optimism,ss-sfrxETH-rETH-wstETH,0.0000,111.2545,71.2029,23.3634,16.6882,0.0000,0.0000,0.0000,-77.8782,0,0,False
0x85b2b559bc2d21104c4defdd6efca8a20343361d,mainnet,Aave GHO/USDT/USDC,0.0000,5410.2159,676.2770,946.7878,0.0000,3879.5258,3132.0019,747.5239,92.3747,0,0,False
0xae255db04ba78519f33871c557d8fd6bafdb83bd,mainnet,xUSD-vgUSDC,0.0000,4658.1662,582.2708,815.1791,0.0000,3340.2505,2478.8273,861.4232,79.5341,0,0,False
0xc4ce391d82d164c166df9c8336ddf84206b2f812,mainnet,Aave Lido wETH-wstETH,0.0000,2526.7848,315.8481,442.1873,0.0000,1811.8920,1286.5903,525.3017,43.1426,0,0,False
0x6b31a94029fd7840d780191b6d63fa0d269bd883,mainnet,Surge Fluid wstETH-wETH,0.0000,1985.0715,248.1339,347.3875,0.0000,1076.0559,1076.0559,0.0000,33.8934,0,0,True
0x9ed5175aecb6653c1bdaa19793c16fd74fbeeb37,mainnet,Surge tETH-Lido wstETH,0.0000,1081.3517,135.1690,189.2366,0.0000,775.4093,0.0000,775.4093,18.4631,0,0,False
0xdaba3d8ccf79ef289a7e2dbce51871b39ea445a2,mainnet,80TREE-20AavePrimeWETH,0.0000,989.2520,123.6565,173.1191,0.0000,709.3670,0.0000,709.3670,16.8906,0,0,False
0x57c23c58b1d8c3292c15becf07c62c5c52457a42,mainnet,osETH-waWETH,0.0000,846.2248,105.7781,148.0893,0.0000,606.8059,0.0000,606.8059,14.4485,0,0,False
0x2f0508c56cfc35499f79f818dfc34113fe7f6d50,mainnet,Surge slpUSD-aUSDC,0.0000,125.2824,15.6603,21.9244,0.0000,0.0000,0.0000,0.0000,-87.6977,0,0,False
0x2b261c98a81cfda61bee7bfcf941a3d336be7957,mainnet,Surge slpETH-gtWETHe,0.0000,89.5996,11.1999,15.6799,0.0000,0.0000,0.0000,0.0000,-62.7197,0,0,False
0xe2332649955c7c98389480ab46dd4cb6755ac703,mainnet,75SDEX25AaveLidoETH,0.0000,79.9577,9.9947,13.9926,0.0000,0.0000,0.0000,0.0000,-55.9704,0,0,False
0x6c5972311191097d002e804a9bf97c96c54059ed,mainnet,Surge USDf-aGHO,0.0000,66.2720,8.2840,11.5976,0.0000,0.0000,0.0000,0.0000,-46.3904,0,0,False
0x071828acc755314e687448703775f22194f56867,mainnet,Surge siUSD-sUSDe,0.0000,36.0105,4.5013,6.3018,0.0000,0.0000,0.0000,0.0000,-25.2073,0,0,False
0x114907c2a07978c38ebb9f9f6a5261a846b79521,mainnet,aUSDC-USP,0.0000,29.6593,3.7074,5.1904,0.0000,0.0000,0.0000,0.0000,-20.7615,0,0,False
0x6e6bb18449fcf15b79efa2cfa70acf7593088029,gnosis,waWstETH-waWETH,0.0000,466.4909,327.7099,138.7811,0.0000,0.0000,0.0000,0.0000,-326.5436,0,0,False
0x7ab124ec4029316c2a42f713828ddf2a192b36db,base,Aave USDC-Aave GHO,0.0000,2385.5005,298.1876,417.4626,0.0000,2535.8265,1662.2608,873.5656,865.9761,0,0,False
0xb7b8b3afc010169779c5c2385ec0eb0477fe3347,base,Balancer rETH-Aave wETH,0.0000,705.7178,88.2147,123.5006,0.0000,0.0000,0.0000,0.0000,-494.0025,0,0,False
0x9ab907fb3e098103ca048ad26e501bf7b3dfa3eb,base,Surge Aave EURC-GHO,0.0000,390.4579,48.8072,68.3301,0.0000,0.0000,0.0000,0.0000,-273.3205,0,0,False
0x5b14ce8de84448e9a6f6af652af318472aa4fcaf,base,Aave GHO-USR,0.0000,120.9850,15.1231,21.1724,0.0000,0.0000,0.0000,0.0000,-84.6895,0,0,False
0xb5bfb5adb736ea852bd58fec71db3b356c2a3938,base,Aave wstETH-ezETH,0.0000,19.9480,2.4935,3.4909,0.0000,0.0000,0.0000,0.0000,-13.9636,0,0,False
0xfcec3c8d86329defb548202fe1b86ff2188603a8,avalanche,Aave GHO/USDT/USDC,0.0000,820.3631,102.5454,143.5635,0.0000,627.4514,0.0000,627.4514,53.1972,0,0,False
