,chain,symbol,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives
0xdfe6e7e18f6cc65fa13c8d8966013d4fda74b6ba000000000000000000000558,mainnet,ankrETH/wstETH,7380.61,3232.09,1740.36,5007.12,2825.47,2181.65,34.67,0
0x3ff3a210e57cfe679d9ad1e9ba6453a716c56a2e0002000000000000000005d5,mainnet,STG/USDC,6135.59,2686.88,1446.78,4162.48,2348.85,1813.63,28.82,0
0xcf7b51ce5755513d4be016b0e28d6edeffa1d52a000200000000000000000617,mainnet,RDNT-WETH,5031.53,2203.39,1186.44,3413.46,1926.18,1487.28,23.63,0
0xf01b0684c98cd7ada480bfdf6e43876422fa1fc10002000000000000000005de,mainnet,ECLP-wstETH-wETH,3923.98,1718.38,925.28,2662.09,1502.19,1159.90,18.44,0
0xf7a826d47c8e02835d94fb0aa40f0cc9505cb1340002000000000000000005e0,mainnet,ECLP-wstETH-cbETH,2867.14,1255.57,676.08,1945.10,1097.60,847.50,13.46,0
0x8353157092ed8be69a9df8f95af097bbf33cb2af0000000000000000000005d9,mainnet,GHO/USDT/USDC,1423.83,623.52,335.74,965.96,545.08,420.88,6.70,0
0xd3f8ab9c5928fdf53153e7757131ad7815fe3146000000000000000000000661,mainnet,vETH/wstETH,979.82,429.08,231.04,664.73,0,664.73,4.61,0
0x49cbd67651fbabce12d1df18499896ec87bef46f00000000000000000000064a,mainnet,sDAI/3Pool,849.21,371.88,200.24,576.13,0,576.13,4.00,0
0xe7e2c68d3b13d905bbb636709cf4dfd21076b9d20000000000000000000005ca,mainnet,swETH-WETH-BPT,611.83,267.93,144.27,0,0,0,-412.20,0
0xdacf5fa19b1f720111609043ac67a9818262850c000000000000000000000635,mainnet,osETH/wETH-BPT,408.03,178.68,96.21,0,0,0,-274.90,0
0xb3b675a9a3cb0df8f66caf08549371bfb76a9867000200000000000000000611,mainnet,ECLP-mevETH-wETH,361.04,158.11,85.13,0,0,0,-243.24,0
0x40c806394d03d350420d13cd7d1de1c806f349560000000000000000000005f5,mainnet,qETH/WETH,263.77,115.51,62.20,0,0,0,-177.71,0
0x1ee442b5326009bb18f2f472d3e0061513d1a0ff000200000000000000000464,mainnet,50rETH-50BADGER,37.65,16.49,8.88,0,0,0,-25.37,0
0x264062ca46a1322c2e6464471764089e01f22f1900000000000000000000066b,mainnet,sDOLA-DOLA BSP,16.96,7.43,4.00,0,0,0,-11.43,0
0x2e848426aec6dbf2260535a5bea048ed94d9ff3d000000000000000000000536,mainnet,wbETH-wstETH,0.00,0.00,0.00,0,0,0,0.00,0
0x70d5e3234f6329c1d5a26796dcf4e109d69a34880000000000000000000005e7,mainnet,uniETH/wstETH/rETH,0.00,0.00,0.00,0,0,0,0.00,0
0xb08885e6026bab4333a80024ec25a1a3e1ff2b8a000200000000000000000445,mainnet,B-staFiETH-WETH-Stable,0.00,0.00,0.00,0,0,0,0.00,0
0x5f1f4e50ba51d723f12385a8a9606afc3a0555f5000200000000000000000465,mainnet,50wstETH-50LDO,0.00,0.00,0.00,0,0,0,0.00,0
0x9f9d900462492d4c21e9523ca95a7cd86142f298000200000000000000000462,mainnet,50rETH-50RPL,0.00,0.00,0.00,0,0,0,0.00,0
0xe3e0022d25194431a98e8bf5034d2617c96e1d44000000000000000000000670,mainnet,InstETH/wstETH,0.00,0.00,0.00,0,0,0,0.00,0
0xbad20c15a773bf03ab973302f61fabcea5101f0a000000000000000000000034,gnosis,bb-WETH-wstETH,6063.23,14307.82,7704.21,22012.03,12421.17,9590.86,0,0
0xfb4c2e6e6e27b5b4a07a36360c89ede29bb3c9b6000000000000000000000026,base,cbETH/WETH,686.42,539.26,290.37,884.02,0,884.02,54.40,0
0xc771c1a5905420daec317b154eb13e4198ba97d0000000000000000000000023,base,rETH-WETH-BPT,582.15,457.34,246.26,749.73,0,749.73,46.13,0
0x0c659734f1eef9c63b7ebdf78a164cdd745586db000000000000000000000046,base,USDC/USDbC/axlUSDC,83.18,65.35,35.19,0,0,0,-100.53,0
0xfd2620c9cfcec7d152467633b3b0ca338d3d78cc00000000000000000000001c,avalanche,sAVAX-WAVAX-BPT,9194.14,2762.79,1487.66,4257.67,2402.56,1855.11,7.22,0
0xc13546b97b9b1b15372368dc06529d7191081f5b00000000000000000000001d,avalanche,ggAVAX-WAVAX-BPT,7131.71,2143.04,1153.95,3302.59,1863.62,1438.97,5.60,0
0x9fa6ab3d78984a69e712730a2227f20bcc8b5ad900000000000000000000001f,avalanche,yyAVAX-WAVAX-BPT,1472.44,442.46,238.25,681.87,0,681.87,1.16,0
0xb26f0e66317846bd5fe0cbaa1d269f0efeb05c9600000000000000000000001e,avalanche,USDC-USDT-BPT,30.22,9.08,4.89,0,0,0,-13.97,0
0x32df62dc3aed2cd6224193052ce665dc181658410002000000000000000003bd,arbitrum,RDNT-WETH,51130.21,21225.91,11429.34,32656.08,18427.51,14228.57,0.84,0
0x4a2f6ae7f3e5d715689530873ec35593dc28951b000000000000000000000481,arbitrum,wstETH/rETH/cbETH,7803.06,3239.32,1744.25,0,0,0,0,-4983.57
0x9791d590788598535278552eecd4b211bfc790cb000000000000000000000498,arbitrum,wstETH-WETH-BPT,7298.19,3029.73,1631.39,4661.24,2630.29,2030.95,0.12,0
0x451b0afd69ace11ec0ac339033d54d2543b088a80000000000000000000004d5,arbitrum,plsRDNT-Stable,5655.52,2347.80,1264.20,3612.09,2038.27,1573.82,0.09,0
0xade4a71bb62bec25154cfc7e6ff49a513b491e81000000000000000000000497,arbitrum,rETH-WETH-BPT,5291.26,2196.58,1182.78,0,0,0,0,-3379.36
0x3fd4954a851ead144c2ff72b1f5a38ea5976bd54000000000000000000000480,arbitrum,ankrETH/wstETH-BPT,4912.71,2039.43,1098.16,3137.67,1770.56,1367.11,0.08,0
0x0c8972437a38b389ec83d1e666b69b8a4fcf8bfd00000000000000000000049e,arbitrum,wstETH/rETH/sfrxETH,4201.24,1744.08,939.12,0,0,0,0,-2683.20
0x2ce4457acac29da4736ae6f5cd9f583a6b335c270000000000000000000004dc,arbitrum,sFRAX/4POOL,3296.66,1368.56,736.92,2105.52,1188.12,917.40,0.05,0
0x423a1323c871abc9d89eb06855bf5347048fc4a5000000000000000000000496,arbitrum,4POOL-BPT,2665.17,1106.40,595.76,1702.20,960.53,741.67,0.04,0
0xd0ec47c54ca5e20aaae4616c25c825c7f48d40690000000000000000000004ef,arbitrum,rETH/wETH BPT,4.80,1.99,1.07,3382.43,1908.67,1473.70,0.00,3379.36
0xa1a8bf131571a2139feb79401aa4a2e9482df6270002000000000000000004b4,arbitrum,50wstETH/50-4Pool,1.92,0.80,0.43,0,0,0,-1.23,0
0xc2598280bfea1fe18dfcabd21c7165c40c6859d30000000000000000000004f3,arbitrum,wstETH/sfrxETH,0.00,0.00,0.00,2683.20,1514.10,1169.10,0.00,2683.20
0x2d6ced12420a9af5a83765a8c48be2afcd1a8feb000000000000000000000500,arbitrum,cbETH/rETH/wstETH,0.00,0.00,0.00,4983.57,2812.18,2171.39,0.00,4983.57
0x9f8ed1acfe0c863381b9081aff2144fc867aa7730002000000000000000004d4,arbitrum,50ANKR/50ankrETH,0.00,0.00,0.00,0,0,0,0.00,0
